City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
536,Hamilton,US,84.25,few clouds,39.1834,-84.5333,Six Acres Bed & Breakfast
537,Himare,AL,78.71,few clouds,40.1017,19.7447,Hotel Dima
538,Warrington,GB,64.94,clear sky,53.3925,-2.5802,Villaggio Hotel
539,Marsa Matruh,EG,78.12,clear sky,31.3525,27.2453,Beau Site
540,Mehriz,IR,84.7,clear sky,31.5917,54.4318,Mehrgard dwelling/سرای مهرگرد
542,Tirano,IT,69.48,clear sky,46.2154,10.1679,Hotel Corona Tirano
544,Tuckahoe,US,93.11,clear sky,37.5901,-77.5564,The Westin Richmond
546,Qui Nhon,VN,79.43,overcast clouds,13.7667,109.2333,Seagull Hotel
547,Punta Gorda,US,86.05,clear sky,26.9298,-82.0454,Four Points by Sheraton Punta Gorda Harborside
548,Tole,UA,71.96,overcast clouds,44.7167,33.8167,"Kompleks ""Rus'"""
549,Zhangjiakou,CN,66.79,clear sky,40.81,114.8794,Shell Zhangjiakou City Qiaodong District Ginza Hotel
552,Trairi,BR,78.12,clear sky,-3.2778,-39.2689,janelas do mar
553,Barahona,DO,85.82,scattered clouds,18.2085,-71.1008,Hotel Caribe
554,Kulai,MY,80.42,few clouds,1.6561,103.6032,Hotel U and Me
555,Boyolangu,ID,73.74,overcast clouds,-8.1181,111.8935,Yos ega cv
556,Pakdasht,IR,78.8,clear sky,35.4752,51.6807,واحد تعمیرات اداره گاز پاکدشت
557,La Ronge,CA,70.05,scattered clouds,55.1001,-105.2842,Northland Motor Hotel
558,Surskoye,RU,60.51,broken clouds,54.4821,46.7214,Sura
559,Aljezur,PT,63.0,clear sky,37.3191,-8.8033,Amazigh Hostel
561,Manica,FR,60.62,few clouds,49.0,-1.1667,Gite Lily
562,Pacific Grove,US,80.55,clear sky,36.6177,-121.9166,Lovers Point Inn
563,Culaman,PH,80.47,overcast clouds,5.9603,125.6586,Jasmin Ex House
564,Kiunga,PG,73.54,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
567,Vanimo,PG,79.18,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
568,Booue,GA,76.14,few clouds,-0.0921,11.9385,Splendeur de l'équateur
572,Sisak,HR,67.98,scattered clouds,45.4661,16.3783,Hotel Panonija
573,Sibiti,CG,72.18,few clouds,-3.6819,13.3499,Gaby et confort
